measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,161,Bangladesh,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,4392917.082630023,5207702.757252205,3660768.4538964257
6,Incidence,7,Democratic People's Republic of Korea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,445458.2232034662,528823.9389255365,377127.02580524946
6,Incidence,30,Vanuatu,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3223.5240541888543,3941.8985141491316,2653.3811425859753
6,Incidence,45,Bulgaria,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,291103.33762505424,336519.82646914135,252336.40044245648
6,Incidence,67,Japan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3027625.6661719135,3385187.4798728433,2693793.8055761247
6,Incidence,19,Timor-Leste,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,16475.241950383715,19843.909117642623,13641.619060548288
6,Incidence,213,Niger,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,218359.7685719871,261271.27654355366,181477.00001474697
6,Incidence,114,Haiti,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,217965.01000093567,261687.80802588424,181932.1378036135
6,Incidence,7,Democratic People's Republic of Korea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,438358.02591147023,520392.21948594245,369518.6534127768
6,Incidence,44,Bosnia and Herzegovina,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,152908.50990545208,178872.36063214534,129978.19651917793
6,Incidence,55,Slovenia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,89194.65231174098,103460.50649154223,77066.28924225907
6,Incidence,28,Solomon Islands,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,7030.462498068526,8594.984798188623,5699.034623131519
6,Incidence,151,Qatar,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,21738.796342940863,26393.0568054328,17608.538598261868
6,Incidence,149,Palestine,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,118725.03997718815,143209.01409891542,99325.91348124847
6,Incidence,214,Nigeria,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,2919853.471423473,3413028.2403159486,2480972.243387236
6,Incidence,177,Djibouti,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,14646.145674600668,17513.581216768172,12183.316772325536
6,Incidence,116,Saint Lucia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,4259.461489488859,5062.569550807902,3585.2642103860117
6,Incidence,92,Spain,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1904384.7740548893,2071920.8692272461,1743932.076275728
6,Incidence,92,Spain,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1877264.1333560005,2028428.4333105118,1725728.4865406405
6,Incidence,33,Armenia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,82617.79837591582,96603.45085687106,69896.24525057492
6,Incidence,8,Taiwan (Province of China),3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,335769.9575900538,390744.702253369,285462.135765461
6,Incidence,140,Bahrain,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,29047.832789963744,35038.425729904215,23903.473654163317
6,Incidence,20,Viet Nam,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1088495.5354308013,1313856.967873972,907766.0091156266
6,Incidence,46,Croatia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,200473.84639065992,231667.31937744378,174023.22951120706
6,Incidence,126,Costa Rica,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,86463.16124047947,102456.43439238783,73215.6395508788
6,Incidence,53,Serbia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,313431.65309185284,367050.054695105,265150.59174442186
6,Incidence,19,Timor-Leste,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,16777.90762828611,20174.500859819633,13899.325609435235
6,Incidence,66,Brunei Darussalam,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3364.9509126973735,4097.826368086188,2765.0682444382237
6,Incidence,130,Mexico,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,2290896.0588110304,2611903.5001479876,1984041.5397233174
6,Incidence,127,El Salvador,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,191084.28996637446,228942.54322704682,161627.47769403146
6,Incidence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3352.626964804591,3966.1604952022167,2829.74137865267
6,Incidence,212,Mauritania,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,54051.31218442098,63987.09015238167,45253.60690397112
6,Incidence,203,Cabo Verde,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,12993.677712686103,15290.526505927486,10994.15964298429
6,Incidence,163,India,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,29992245.097438965,34879057.49242809,25782601.88396301
6,Incidence,165,Pakistan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3509914.3525738334,4117294.782410004,2961345.3543881066
6,Incidence,173,Gabon,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,52950.866532365915,63634.42244477822,43899.837685754464
6,Incidence,78,Denmark,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,296536.7548908666,345943.3773961847,255881.44694308197
6,Incidence,178,Eritrea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,105284.12886782209,125715.57981310698,87005.01608114694
6,Incidence,102,United States of America,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,9775420.774137015,11081704.741574818,8597472.668562807
6,Incidence,115,Jamaica,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,67856.95721306597,81194.54773775785,56656.951171606524
6,Incidence,141,Egypt,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1926492.7735820608,2306375.572540614,1597226.8351499825
6,Incidence,203,Cabo Verde,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,13406.413655140572,15746.821790128008,11426.733525056517
6,Incidence,44,Bosnia and Herzegovina,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,151934.92862515728,176827.7841501243,129433.1965683395
6,Incidence,34,Azerbaijan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,160517.1780306479,189995.424161629,134418.10191533653
6,Incidence,40,Turkmenistan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,91880.00883925441,109362.67630463053,77753.63948475437
6,Incidence,305,Bermuda,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,2631.0689753990855,3089.2848510882995,2239.6218642364393
6,Incidence,164,Nepal,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,747193.7231624715,882112.0287577333,628401.5895068095
6,Incidence,20,Viet Nam,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1104455.4278318323,1325290.6141539125,924791.2851488215
6,Incidence,29,Tonga,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1681.6585962780057,2050.5429054220576,1392.2996713861608
6,Incidence,153,Syrian Arab Republic,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,450646.9051503867,546412.5500503613,367433.2541371271
6,Incidence,142,Iran (Islamic Republic of),3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,2577929.7226347374,3088311.005794576,2117060.5834714244
6,Incidence,187,Somalia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,244825.87145847917,294811.7714872466,201442.26060117627
6,Incidence,175,Burundi,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,232891.23329600663,276314.246632189,194130.31051075645
6,Incidence,105,Antigua and Barbuda,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1846.1675115252278,2194.302224972284,1536.454313769642
6,Incidence,47,Czechia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,385868.11935920286,440435.83465477405,336300.6687577784
6,Incidence,79,Finland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,303798.5689492122,354437.85669323156,262224.9512722266
6,Incidence,116,Saint Lucia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,4203.955394823223,5005.235997067787,3519.2398667613675
6,Incidence,118,Suriname,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,19260.61263049478,22687.077834844433,16313.334300985627
6,Incidence,93,Sweden,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,452934.29296611715,510697.2542954669,403212.50912759337
6,Incidence,128,Guatemala,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,252149.7877804169,299315.7668866008,211527.74142152158
6,Incidence,201,Burkina Faso,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,297978.34640684805,350880.19534298143,251817.46887026037
6,Incidence,57,Belarus,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,496897.5897097068,578132.3570952795,424297.8702154174
6,Incidence,190,Uganda,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,901542.6566110494,1082965.2342315563,746321.9012517615
6,Incidence,22,Fiji,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,15713.758766987507,18990.03108815615,12924.282135516869
6,Incidence,93,Sweden,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,449207.1824546475,508819.7788385294,398151.6535303704
6,Incidence,68,Republic of Korea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,875725.274074759,1004876.2894385131,762767.760082797
6,Incidence,57,Belarus,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,501819.54120461515,583323.3198252637,431482.4056304519
6,Incidence,177,Djibouti,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,14766.411856875851,17749.354968399744,12131.525310391924
6,Incidence,176,Comoros,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,14750.460784560926,17576.321658733188,12441.940790019135
6,Incidence,152,Saudi Arabia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,585547.912371429,710691.3023371736,480157.7548552655
6,Incidence,8,Taiwan (Province of China),3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,328712.42447660817,384258.6555191545,279438.12655731617
6,Incidence,320,Cook Islands,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,462.4924039981448,584.2012001807168,361.87745223386145
6,Incidence,105,Antigua and Barbuda,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1844.9854096437825,2187.810746901082,1540.3899934417875
6,Incidence,17,Sri Lanka,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,503370.0117566341,598527.9875284075,425115.87043099914
6,Incidence,68,Republic of Korea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,873666.2476977556,1006240.0645619777,755148.0154684043
6,Incidence,393,Saint Kitts and Nevis,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1721.7784028187896,2137.3384872429324,1393.518545059592
6,Incidence,204,Chad,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,226698.88769180846,267718.8474983947,190685.65227365046
6,Incidence,41,Uzbekistan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,538335.2115580208,630224.8332572296,454011.7049999293
6,Incidence,413,Tokelau,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,37.384938937356246,47.30253156736853,29.86523122476122
6,Incidence,215,Sao Tome and Principe,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3145.51057260743,3754.033239815487,2594.0007270707415
6,Incidence,80,France,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3239717.7373813353,3525883.3443247364,2954199.3686530576
6,Incidence,58,Estonia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,95419.44799429418,109503.57891322284,82448.4696920026
6,Incidence,83,Iceland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,8457.473474176992,9870.387668333182,7329.673598363729
6,Incidence,129,Honduras,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,107932.6210080292,128086.41570401537,90625.61903044781
6,Incidence,154,Tunisia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,434731.9505452611,520214.79887144046,362169.1539355923
6,Incidence,153,Syrian Arab Republic,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,465289.7233565929,563517.0726451714,381138.51056199486
6,Incidence,178,Eritrea,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,106942.34402500179,128447.25771571278,88122.86481483583
6,Incidence,106,Bahamas,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,7830.143950628554,9300.273361395653,6532.6960834852425
6,Incidence,72,New Zealand,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,138241.11334296525,165989.74386629043,113231.51017192513
6,Incidence,48,Hungary,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,418275.47816894384,481786.1609345882,363864.2123807578
6,Incidence,58,Estonia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,96155.05376873916,111165.79294464596,82724.44771962242
6,Incidence,204,Chad,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,232651.60630488914,274720.76155971334,195618.82496870952
6,Incidence,191,Zambia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,221402.27509244572,266339.8462703555,182520.69557172857
6,Incidence,10,Cambodia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,231465.23906491508,280185.18595743354,189150.02385758064
6,Incidence,216,Senegal,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,211723.06711009855,249438.4931805413,178668.08036077706
6,Incidence,396,San Marino,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1188.3793158700141,1461.7851436138606,964.3725169510965
6,Incidence,45,Bulgaria,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,290745.01011544134,336671.86276790436,249802.70752356222
6,Incidence,59,Latvia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,150951.67900437367,176340.90117337406,129946.59227140242
6,Incidence,202,Cameroon,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,340661.6568467859,405578.4002481442,284265.9702883246
6,Incidence,216,Senegal,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,205564.25135215087,242589.8843471159,172914.66371008992
6,Incidence,33,Armenia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,83028.08435572506,97798.7501733134,69696.27564489288
6,Incidence,165,Pakistan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3477146.8748733066,4080870.1342408173,2927417.0637525865
6,Incidence,84,Ireland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,162189.23906317537,187772.88087681646,140657.7357291019
6,Incidence,189,United Republic of Tanzania,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,900547.8827675767,1075694.7930219953,753865.5330836466
6,Incidence,416,Tuvalu,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,227.29471203878603,287.3395442624166,178.70699055425646
6,Incidence,106,Bahamas,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,7908.782055831911,9376.077001213514,6615.652263567088
6,Incidence,154,Tunisia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,447077.48281440476,533976.2898085344,373003.5979094508
6,Incidence,81,Germany,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3022892.9523000447,3348720.6374609955,2727153.989203069
6,Incidence,94,Switzerland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,382602.35338055686,444025.9813018547,334028.29058190424
6,Incidence,119,Trinidad and Tobago,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,52801.20621860103,63461.5402885194,44604.09787755455
6,Incidence,71,Australia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,908580.794387256,1040468.9157782908,792224.1960278688
6,Incidence,95,United Kingdom,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3257692.839307668,3740244.646194343,2818036.5310476655
6,Incidence,49,North Macedonia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,49419.24538929544,57734.463988432835,42055.56272276001
6,Incidence,35,Georgia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,196392.4793785266,229549.93790388518,167970.8286716515
6,Incidence,396,San Marino,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1167.712539546465,1436.7372142946067,945.1994372840113
6,Incidence,205,Côte d'Ivoire,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,319570.09915181104,386385.92215491866,262254.38840228214
6,Incidence,117,Saint Vincent and the Grenadines,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3352.5811906657486,3954.6530507863613,2826.0846037914775
6,Incidence,23,Kiribati,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1724.3695533677578,2100.2088184120016,1403.421437284184
6,Incidence,59,Latvia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,151895.23727656723,178499.25472439997,130174.0864390764
6,Incidence,18,Thailand,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1229982.182388081,1461402.0917288256,1027419.6857194018
6,Incidence,80,France,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3157268.046306434,3419189.718975672,2891995.210413593
6,Incidence,69,Singapore,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,109259.20039143195,125522.54643610874,95460.79581655654
6,Incidence,25,Micronesia (Federated States of),3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,2118.7667760226773,2578.235646286868,1743.4994930261141
6,Incidence,206,Gambia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,41860.206455369786,50596.6804512968,34433.200951606465
6,Incidence,94,Switzerland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,382086.8153314909,446669.87592695095,331187.0234919762
6,Incidence,142,Iran (Islamic Republic of),3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,2571173.1969242133,3106652.859879606,2102458.078647056
6,Incidence,81,Germany,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,3031700.214660709,3381559.847832569,2708736.9922451167
6,Incidence,168,Angola,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,538072.2558379312,653631.9404114026,445227.8479844388
6,Incidence,305,Bermuda,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,2633.243434722827,3075.696851257684,2248.265275413025
6,Incidence,22,Fiji,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,15924.444123494108,19129.26645455344,13211.693610862276
6,Incidence,36,Kazakhstan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,542298.9760016365,631212.4546773294,462382.9692832971
6,Incidence,141,Egypt,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,1992952.8161374435,2391208.8949792557,1656348.3100209716
6,Incidence,215,Sao Tome and Principe,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,3187.48346825221,3800.698824405183,2637.4945429804216
6,Incidence,129,Honduras,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,111562.48802506525,131786.08779939494,93742.06573769818
6,Incidence,46,Croatia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,200837.725024444,233580.01933464457,173069.36818005497
6,Incidence,143,Iraq,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,586224.6369182358,704937.6941143358,481254.75059083337
6,Incidence,71,Australia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,929407.5551520025,1054730.86026933,819336.358203948
6,Incidence,35,Georgia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,195126.1103082394,226728.84380111643,167039.72996905033
6,Incidence,69,Singapore,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,112047.38777483681,128363.6708515257,98113.11317171196
6,Incidence,217,Sierra Leone,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,116711.19026776285,138608.2078136857,97758.80628262613
6,Incidence,23,Kiribati,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,1705.16866027399,2095.1456088806844,1381.2324612935756
6,Incidence,320,Cook Islands,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,468.1306626697262,591.8895499438428,365.20980510793015
6,Incidence,118,Suriname,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,19106.95620423389,22683.795226418548,16084.612690116854
6,Incidence,193,Botswana,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,40361.7613909717,48008.22262915777,33706.35599688184
6,Incidence,169,Central African Republic,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,152428.63661575897,182861.37459577838,124313.37576765956
6,Incidence,11,Indonesia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,2701224.018471201,3210025.263803797,2257738.2958603892
6,Incidence,181,Madagascar,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,438836.45052696724,524158.582453709,366155.3927448479
6,Incidence,34,Azerbaijan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,160698.81497582703,190156.5644515133,134087.35456460965
6,Incidence,24,Marshall Islands,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,869.2579704951453,1067.4309125733023,709.7614891637548
6,Incidence,143,Iraq,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,626336.039639675,750562.1818389766,516578.4761536236
6,Incidence,205,Côte d'Ivoire,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,333351.62129826477,401874.1062199364,274064.77145844646
6,Incidence,349,Greenland,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,4915.72532829073,5908.034116462449,4077.1989951229216
6,Incidence,191,Zambia,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,227860.6848757374,274162.0380018561,188970.30831406152
6,Incidence,145,Kuwait,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,72212.87237773772,87494.72839698382,59094.983920330866
6,Incidence,36,Kazakhstan,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,537825.9102108529,622972.3601080894,465470.89318021777
6,Incidence,413,Tokelau,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1991,36.78437217736671,46.389829340834034,29.34000241758251
6,Incidence,207,Ghana,3,Both,22,All Ages,568,Major depressive disorder,1,Number,1990,485113.1393783659,579958.5588025034,406560.3385200101
